"iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","codingPotentialValue","codingPotential","domain_identified","idr_identified","signal_peptide_identified","sub_cell_location","IR","switchConsequencesGene"
"isoComp_00014982","geneComp_00001952","ENST00000480703.2","BEND7","normal","tumor","BEND7","protein_coding","protein_coding",28.083621933318,25.9181813911363,30.2490624754998,1.90467778183853,2.42147770991569,0.222846270083268,NA,2.23062250894568,3.50327500811897,0.957970009772387,0.600677625654183,0.278585606709813,-1.85978225574959,NA,0.083034375,0.1332625,0.03280625,-0.10045625,0.0331522137234333,0.0196079783447245,FALSE,0.996296,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00014988","geneComp_00001952","ENST00000689491.1","BEND7","normal","tumor","BEND7","protein_coding","retained_intron",28.083621933318,25.9181813911363,30.2490624754998,1.90467778183853,2.42147770991569,0.222846270083268,NA,5.24610783192067,2.5354400694708,7.95677559437054,0.499095376366115,1.36998811268924,1.64608083931129,NA,0.173346875,0.0976875,0.24900625,0.15131875,0.0196079783447245,0.0196079783447245,NA,0.997718,TRUE,NA,NA,NA,NA,0,TRUE
"isoComp_00015121","geneComp_00001989","ENST00000548673.6","BICDL1","normal","tumor","BICDL1","protein_coding","protein_coding",2.5860502643351,3.60573677864689,1.56636375002331,0.46541738986001,0.32802351905881,-1.19768917625468,NA,0.967788916810584,1.56044747781437,0.375130355806796,0.187724763094762,0.12419357675746,-2.02775694885145,NA,0.301228125,0.4477,0.15475625,-0.29294375,0.0459816850543551,0.0459816850543551,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",1,TRUE
"isoComp_00015157","geneComp_00001997","ENST00000393040.7","BIN1","normal","tumor","BIN1","protein_coding","protein_coding",31.5688492474801,36.2221743567192,26.915524138241,3.1800694848097,1.67080396902986,-0.428296958199044,NA,10.1887462457061,7.61620893796522,12.761283553447,0.661422234086396,1.05943670938072,0.743865564886861,NA,0.3491375,0.22500625,0.47326875,0.2482625,1.56608918996611e-05,1.56608918996611e-05,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Lysosome_Vacuole",0,FALSE
"isoComp_00015159","geneComp_00001997","ENST00000409400.1","BIN1","normal","tumor","BIN1","protein_coding","protein_coding",31.5688492474801,36.2221743567192,26.915524138241,3.1800694848097,1.67080396902986,-0.428296958199044,NA,17.0329192253164,23.8583713731906,10.2074670774422,3.20843384974219,1.06394363629721,-1.22406253464921,NA,0.5049375,0.63364375,0.37623125,-0.2574125,0.00828041354525915,1.56608918996611e-05,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Lysosome_Vacuole",0,FALSE
"isoComp_00015551","geneComp_00002045","ENST00000559087.5","BMP4","normal","tumor","BMP4","protein_coding","protein_coding",6.35585296912532,9.91458656142445,2.79711937682619,0.542208320670242,0.33866734090682,-1.82191658583997,NA,1.79459338675624,3.09266286253495,0.496523910977532,0.235478722522246,0.0883488531183651,-2.61480466151835,NA,0.243803125,0.3112,0.17640625,-0.13479375,4.26074484980344e-05,4.26074484980344e-05,FALSE,1,TRUE,"yes","yes","yes","Extracellular",0,FALSE
"isoComp_00015724","geneComp_00002108","ENST00000285908.5","BOD1","normal","tumor","BOD1","protein_coding","protein_coding",48.6783544682944,43.5858871213547,53.7708218152341,2.21429347356834,1.92185929042312,0.302899764786937,NA,10.2477965679928,11.8157912096156,8.67980192636999,0.95558471652075,0.555848310693664,-0.444541512901106,NA,0.216809375,0.271575,0.16204375,-0.10953125,0.00017935719766135,1.0909143412552e-05,FALSE,0.350935,FALSE,"yes","yes","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00015725","geneComp_00002108","ENST00000311086.9","BOD1","normal","tumor","BOD1","protein_coding","protein_coding",48.6783544682944,43.5858871213547,53.7708218152341,2.21429347356834,1.92185929042312,0.302899764786937,NA,24.8525218879637,19.2617418008134,30.4433019751141,0.937145772942182,1.40139015273802,0.660111694555168,NA,0.50759375,0.4469125,0.568275,0.1213625,0.00197186743099214,1.0909143412552e-05,FALSE,0.978958,TRUE,"yes","yes","no","Cytoplasm,Nucleus",0,TRUE
"isoComp_00016940","geneComp_00002319","ENST00000443585.6","C12orf75","normal","tumor","C12orf75","protein_coding","protein_coding",7.95809097677487,8.8969561097066,7.01922584384313,0.974516089087629,0.612103696392218,-0.341566676583473,NA,5.30715269967946,6.81317595957233,3.80112943978659,0.761939323834643,0.347785765275857,-0.840224813599183,NA,0.65738125,0.7659875,0.548775,-0.2172125,0.0134140879717105,0.0134140879717105,FALSE,0.0942,FALSE,"yes","yes","no","Cytoplasm,Cell_membrane",0,TRUE
"isoComp_00017033","geneComp_00002337","ENST00000444657.3","C16orf46","normal","tumor","C16orf46","protein_coding","protein_coding_CDS_not_defined",3.03813956491436,4.0271537168875,2.04912541294121,0.225453621404791,0.149308391956697,-0.971306817961058,NA,1.11725512624857,1.76195664199224,0.472553610504909,0.135291728206845,0.0700136785349692,-1.87658216679419,NA,0.327778125,0.43485625,0.2207,-0.21415625,0.00160145592354812,0.00160145592354812,NA,1.12897e-06,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00017067","geneComp_00002345","ENST00000602282.4","C16orf95-DT","normal","tumor","C16orf95-DT","lncRNA","lncRNA",2.20433602144165,2.63690887342629,1.77176316945702,0.347153227429286,0.262965163022998,-0.571002939514138,NA,1.14956121430564,1.6437546258872,0.655367802724081,0.241460774784015,0.135042508705964,-1.31352123128829,NA,0.4717125,0.62644375,0.31698125,-0.3094625,0.0456782945554753,0.0456782945554753,NA,0.0688479,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00017068","geneComp_00002345","ENST00000685186.1","C16orf95-DT","normal","tumor","C16orf95-DT","lncRNA","lncRNA",2.20433602144165,2.63690887342629,1.77176316945702,0.347153227429286,0.262965163022998,-0.571002939514138,NA,1.05477480713601,0.993154247539081,1.11639536673294,0.138881263304964,0.160741974619465,0.167169849327428,NA,0.5282875,0.37355625,0.68301875,0.3094625,0.0467074148278251,0.0456782945554753,NA,0.634177,TRUE,NA,NA,NA,NA,1,TRUE
"isoComp_00017260","geneComp_00002390","ENST00000359470.6","C1orf116","normal","tumor","C1orf116","protein_coding","protein_coding",5.01303509508459,7.81719953019983,2.20887065996934,0.724835625712774,0.280451389352933,-1.81867064843265,NA,3.62811284664174,5.88247934320637,1.37374635007712,0.568161095725033,0.18883421927286,-2.09029528434431,NA,0.688815625,0.749775,0.62785625,-0.12191875,0.00314418639117506,0.00314418639117506,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00017261","geneComp_00002390","ENST00000461135.2","C1orf116","normal","tumor","C1orf116","protein_coding","protein_coding",5.01303509508459,7.81719953019983,2.20887065996934,0.724835625712774,0.280451389352933,-1.81867064843265,NA,1.38492224844284,1.93472018699347,0.835124309892219,0.195662220456891,0.121552493171613,-1.20232712115495,NA,0.311184375,0.250225,0.37214375,0.12191875,0.0033198594845861,0.00314418639117506,FALSE,0.999991,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00017477","geneComp_00002437","ENST00000295297.4","C1QTNF7","normal","tumor","C1QTNF7","protein_coding","protein_coding",4.64596254387654,7.50071202435968,1.7912130633934,0.425479776233308,0.184046212882543,-2.05998083736186,NA,1.22578329053392,2.15856866885172,0.29299791221613,0.141427387439771,0.0584920652721237,-2.8393633695455,NA,0.230964516129032,0.292575,0.165246666666667,-0.127328333333333,0.02239102236034,0.02239102236034,FALSE,0.999987,TRUE,"yes","yes","yes","Extracellular",0,TRUE
"isoComp_00017626","geneComp_00002463","ENST00000399562.9","C22orf39","normal","tumor","C22orf39","protein_coding","protein_coding",37.2157156227507,46.3794045392656,28.0520267062357,3.72128384807322,1.92492133013534,-0.725176120092098,NA,11.5273212895263,11.9511850587787,11.1034575202739,0.695811173518376,0.600102499271522,-0.106052607117027,NA,0.338140625,0.2690125,0.40726875,0.13825625,0.00338608672079887,0.00338608672079887,FALSE,0.136086,FALSE,"yes","no","no","Cytoplasm,Mitochondrion",0,TRUE
"isoComp_00017627","geneComp_00002463","ENST00000399568.5","C22orf39","normal","tumor","C22orf39","protein_coding","protein_coding",37.2157156227507,46.3794045392656,28.0520267062357,3.72128384807322,1.92492133013534,-0.725176120092098,NA,24.957218551393,33.4283090661937,16.4861280365923,3.31004350869898,1.50864316422885,-1.01937445845957,NA,0.641090625,0.70728125,0.5749,-0.13238125,0.0106068855036004,0.00338608672079887,FALSE,0.0869937,FALSE,"yes","no","no",NA,0,TRUE
"isoComp_00017701","geneComp_00002474","ENST00000333957.8","C2CD5","normal","tumor","C2CD5","protein_coding","protein_coding",26.8994907882288,29.1811263075869,24.6178552688708,0.902503604599505,0.970741795919341,-0.245238881350913,NA,16.5808824741312,15.5444186902424,17.61734625802,1.08096700069051,1.03653412230159,0.180490819217158,NA,0.61931875,0.52995,0.7086875,0.1787375,0.0098168662346232,4.14245502562922e-05,FALSE,1,TRUE,"yes","yes","no","Cytoplasm,Lysosome_Vacuole",0,FALSE
"isoComp_00017748","geneComp_00002481","ENST00000258457.7","C2orf49","normal","tumor","C2orf49","protein_coding","protein_coding",19.7223091884681,23.4298005262651,16.0148178506711,0.888214530553572,0.598568616234531,-0.548652334161433,NA,8.84399799137904,11.7618964469809,5.92609953577721,0.57996101823239,0.308478028539126,-0.987759568387263,NA,0.437240625,0.50210625,0.372375,-0.12973125,0.0160942538960218,0.0160942538960218,FALSE,0.991957,TRUE,"yes","yes","no","Nucleus",1,TRUE
"isoComp_00017749","geneComp_00002481","ENST00000410049.1","C2orf49","normal","tumor","C2orf49","protein_coding","protein_coding",19.7223091884681,23.4298005262651,16.0148178506711,0.888214530553572,0.598568616234531,-0.548652334161433,NA,10.8783111970891,11.6679040792842,10.0887183148939,0.629915923686135,0.500997135075255,-0.209609162132625,NA,0.562759375,0.49789375,0.627625,0.12973125,0.0161380172838337,0.0160942538960218,FALSE,0.996923,TRUE,"yes","yes","no","Nucleus",0,TRUE
"isoComp_00018155","geneComp_00002564","ENST00000355190.7","C6orf89","normal","tumor","C6orf89","protein_coding","protein_coding",45.3118917063035,49.2500032893699,41.373780123237,1.90738590347261,1.69612858456303,-0.251351292703111,NA,20.6298793855018,19.7176609508524,21.5420978201512,1.14839146450295,1.24972483665,0.127608393787922,NA,0.45648125,0.396825,0.5161375,0.1193125,0.000229100982698241,0.000228352422395769,FALSE,1,TRUE,"yes","no","no","Endoplasmic_reticulum,Golgi_apparatus",0,FALSE
"isoComp_00018158","geneComp_00002564","ENST00000480824.7","C6orf89","normal","tumor","C6orf89","protein_coding","protein_coding",45.3118917063035,49.2500032893699,41.373780123237,1.90738590347261,1.69612858456303,-0.251351292703111,NA,24.3805434855221,29.1624885814327,19.5985983896115,0.957815112666298,0.629391560541723,-0.573122045415337,NA,0.536778125,0.5954625,0.47809375,-0.11736875,0.000228352422395769,0.000228352422395769,FALSE,0.999985,TRUE,"yes","no","no","Endoplasmic_reticulum,Golgi_apparatus",0,FALSE
"isoComp_00018244","geneComp_00002580","ENST00000289989.10","C8orf58","normal","tumor","C8orf58","protein_coding","protein_coding",4.77995238451792,5.60245138502448,3.95745338401136,0.299088062591913,0.274621531975828,-0.500417771232625,NA,1.55820334435396,1.53216124865686,1.58424544005106,0.141892073754748,0.181436747150992,0.0479201331351591,NA,0.3312875,0.269025,0.39355,0.124525,0.0288345808887136,0.000228352422395769,FALSE,0.999999,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00018249","geneComp_00002580","ENST00000614574.4","C8orf58","normal","tumor","C8orf58","protein_coding","protein_coding",4.77995238451792,5.60245138502448,3.95745338401136,0.299088062591913,0.274621531975828,-0.500417771232625,NA,0.740986652648194,1.25881261043268,0.223160694863712,0.0943537590913323,0.0468755608208539,-2.44408250345061,NA,0.13921875,0.22546875,0.05296875,-0.1725,0.000228352422395769,0.000228352422395769,FALSE,0.999958,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00018351","geneComp_00002603","ENST00000321764.4","CA13","normal","tumor","CA13","protein_coding","protein_coding",13.4969917739927,13.7815430419611,13.2124405060243,0.921458789854971,0.859885806356926,-0.0607953951886671,NA,8.43010807457835,6.99634846453165,9.86386768462504,0.508190444869002,0.577053658769812,0.494952569141565,NA,0.63048125,0.50886875,0.75209375,0.243225,9.08958516434453e-08,2.07923777740842e-10,FALSE,0.996325,TRUE,"yes","no","no","Cytoplasm",0,TRUE
"isoComp_00018355","geneComp_00002603","ENST00000522631.1","CA13","normal","tumor","CA13","protein_coding","protein_coding_CDS_not_defined",13.4969917739927,13.7815430419611,13.2124405060243,0.921458789854971,0.859885806356926,-0.0607953951886671,NA,2.50787050990598,3.5679268207665,1.44781419904546,0.269514250587477,0.153926484133354,-1.29531702290191,NA,0.1828625,0.2583,0.107425,-0.150875,2.07923777740842e-10,2.07923777740842e-10,NA,0.0106633,FALSE,NA,NA,NA,NA,0,TRUE
"isoComp_00018431","geneComp_00002619","ENST00000355854.8","CAB39L","normal","tumor","CAB39L","protein_coding","protein_coding",7.353007809214,9.46945115292347,5.23656446550453,0.782749416047762,0.326568911755758,-0.853430499387167,NA,2.03602998258719,3.26384916327112,0.808210801903267,0.563641807878637,0.202230402640525,-2.0004433650364,NA,0.2248125,0.3160625,0.1335625,-0.1825,0.0147953864621083,0.0144891715642981,FALSE,0.999982,TRUE,"yes","no","no","Cytoplasm",0,FALSE
"isoComp_00018433","geneComp_00002619","ENST00000409308.6","CAB39L","normal","tumor","CAB39L","protein_coding","protein_coding",7.353007809214,9.46945115292347,5.23656446550453,0.782749416047762,0.326568911755758,-0.853430499387167,NA,4.49920707400873,5.05235598292239,3.94605816509507,0.236304507011619,0.203730390512947,-0.355745322879036,NA,0.670940625,0.5651,0.77678125,0.21168125,0.0144891715642981,0.0144891715642981,FALSE,0.999982,TRUE,"yes","no","no","Cytoplasm",0,FALSE
"isoComp_00019154","geneComp_00002719","ENST00000358707.7","CAMK2B","normal","tumor","CAMK2B","protein_coding","protein_coding",6.72270848397636,8.12475778320099,5.32065918475174,0.669128658513845,0.470342627082357,-0.609785443064911,NA,0.911838943743867,1.42747194995687,0.396205937530868,0.182599424409015,0.13081530644597,-1.82325057152742,NA,0.117265625,0.17336875,0.0611625,-0.11220625,0.042503314457603,0.000217237435322276,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00019163","geneComp_00002719","ENST00000495819.6","CAMK2B","normal","tumor","CAMK2B","protein_coding","protein_coding",6.72270848397636,8.12475778320099,5.32065918475174,0.669128658513845,0.470342627082357,-0.609785443064911,NA,0.428253862011118,0.148341483379487,0.708166240642749,0.0881072691211458,0.0937854109559917,2.18127856473186,NA,0.077353125,0.01750625,0.1372,0.11969375,0.00121218398655825,0.000217237435322276,FALSE,0.54196,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00019370","geneComp_00002744","ENST00000302345.6","CANT1","normal","tumor","CANT1","protein_coding","protein_coding",16.6262875072315,16.3205094415277,16.9320655729354,0.388240023520513,0.598691999852943,0.0530399809873495,NA,4.77907435775211,5.63920209907945,3.91894661642477,0.267230739107626,0.197139032592842,-0.52390454805085,NA,0.292396875,0.34768125,0.2371125,-0.11056875,0.00711730942395934,0.00711730942395934,FALSE,1,TRUE,"yes","no","no","Endoplasmic_reticulum,Golgi_apparatus",1,TRUE
"isoComp_00019371","geneComp_00002744","ENST00000392446.10","CANT1","normal","tumor","CANT1","protein_coding","protein_coding",16.6262875072315,16.3205094415277,16.9320655729354,0.388240023520513,0.598691999852943,0.0530399809873495,NA,5.59501817465227,4.60618440847245,6.58385194083208,0.23317941033877,0.369021762109185,0.514420634647251,NA,0.334428125,0.28186875,0.3869875,0.10511875,0.0100776936959623,0.00711730942395934,FALSE,1,TRUE,"yes","no","no","Endoplasmic_reticulum,Golgi_apparatus",0,TRUE
"isoComp_00020427","geneComp_00002845","ENST00000377022.8","CASZ1","normal","tumor","CASZ1","protein_coding","protein_coding",2.07989872607163,2.38950702537269,1.77029042677056,0.147120363584,0.122771189829948,-0.430625423330176,NA,1.38643915706241,1.74177368923216,1.03110462489266,0.117549075548412,0.0866469956024392,-0.750701347634931,NA,0.6504875,0.72564375,0.57533125,-0.1503125,0.00119787134635917,0.00119787134635917,FALSE,1,TRUE,"yes","yes","no","Nucleus",1,TRUE
"isoComp_00020433","geneComp_00002845","ENST00000496432.6","CASZ1","normal","tumor","CASZ1","protein_coding","retained_intron",2.07989872607163,2.38950702537269,1.77029042677056,0.147120363584,0.122771189829948,-0.430625423330176,NA,0.451195145965193,0.418878256886309,0.483512035044076,0.021872030461823,0.0220556824068003,0.202517090831172,NA,0.23201875,0.1809375,0.2831,0.1021625,0.0120481290930753,0.00119787134635917,NA,1,TRUE,NA,NA,NA,NA,0,TRUE
"isoComp_00020879","geneComp_00002921","ENST00000417826.3","CCDC103","normal","tumor","CCDC103","protein_coding","protein_coding",5.48391804548596,6.25670099617077,4.71113509480114,0.397376775671025,0.39688023830007,-0.408572393188399,NA,2.31550235727829,3.1420271220539,1.48897759250268,0.186889288695733,0.146685755218287,-1.07230113142646,NA,0.413465625,0.50816875,0.3187625,-0.18940625,5.04720964196732e-05,5.04720964196732e-05,FALSE,1,TRUE,"yes","no","no","Cytoplasm",0,TRUE
"isoComp_00021539","geneComp_00003020","ENST00000397545.9","CCDC40","normal","tumor","CCDC40","protein_coding","protein_coding",3.79998575650704,3.88805348429748,3.7119180287166,0.233523047061222,0.227623525545695,-0.0667076036951284,NA,0.518503337898848,0.787388961661599,0.249617714136097,0.0816871860911589,0.0574514530828388,-1.61889480998679,NA,0.134653125,0.20219375,0.0671125,-0.13508125,0.0126063292260074,0.0126063292260074,FALSE,1,TRUE,"no","yes","no","Cytoplasm",0,TRUE
"isoComp_00021566","geneComp_00003024","ENST00000392455.9","CCDC50","normal","tumor","CCDC50","protein_coding","protein_coding",24.7553400004882,25.6472861985244,23.8633938024521,0.72628115722151,0.591329556493845,-0.103964910781855,NA,13.2760832505406,15.6341222638107,10.9180442372704,0.552591868022173,0.379207805012964,-0.517585487495704,NA,0.532984375,0.608725,0.45724375,-0.15148125,1.29614147981751e-07,1.29614147981751e-07,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00021567","geneComp_00003024","ENST00000392456.4","CCDC50","normal","tumor","CCDC50","protein_coding","protein_coding",24.7553400004882,25.6472861985244,23.8633938024521,0.72628115722151,0.591329556493845,-0.103964910781855,NA,9.42313987974633,8.34727316600974,10.4990065934829,0.372870156084659,0.443343575052158,0.330522101433405,NA,0.382521875,0.32583125,0.4392125,0.11338125,0.00168029734368845,1.29614147981751e-07,FALSE,0.999999,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
"isoComp_00021864","geneComp_00003060","ENST00000356786.10","CCDC88B","normal","tumor","CCDC88B","protein_coding","protein_coding",9.32545067403061,4.70716375801005,13.9437375900512,0.674147266887542,1.269203753606,1.56466001758604,NA,0.698933962219465,0.738613020890777,0.659254903548152,0.124161305567887,0.128285624261236,-0.161664337407251,NA,0.098040625,0.15361875,0.0424625,-0.11115625,2.22075788930248e-05,2.22075788930248e-05,FALSE,1,TRUE,"yes","yes","no","Cytoplasm",0,TRUE
